Name,Disabled,TID,BgPrefix,LocationTheme,GroundSCW,CampaignGroundSCW,EnvironmentSCW,IconSWF,IconExportName,GameMode,AllowedMaps,Music,CommunityCredit
Survival20,true,TID_BATTLE_ROYALE_31,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_stormvalley,BattleRoyale,Survival_20,BattleMusic,OwenReds
SurvivalTeam20,true,TID_BATTLE_ROYALE_31,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_stormvalley,BattleRoyaleTeam,Survival_20,BattleMusic,OwenReds
Siege4,,TID_ROBO_WARS_13,,Warehouse,sc3d/bgr_warehouse_ground.scw,sc3d/bgr_warehouse_ground_wf19.scw,sc3d/bgr_warehouse.scw,sc/events.sc,event_robowars,RoboWars,Siege_4,BattleMusic,OwenReds
Siege5,true,TID_ROBO_WARS_11,,Warehouse,sc3d/bgr_warehouse_ground.scw,,sc3d/bgr_warehouse.scw,sc/events.sc,event_robowars,RoboWars,Siege_5,BattleMusic,Binnyboy
Siege6,true,TID_ROBO_WARS_10,,Warehouse,sc3d/bgr_warehouse_ground.scw,,sc3d/bgr_warehouse.scw,sc/events.sc,event_robowars,RoboWars,Siege_6,BattleMusic,Binnyboy
Siege7,true,TID_ROBO_WARS_4,,Warehouse,sc3d/bgr_warehouse_ground.scw,,sc3d/bgr_warehouse.scw,sc/events.sc,event_robowars,RoboWars,Siege_7,BattleMusic,OwenReds
Siege8,true,TID_ROBO_WARS_12,,Warehouse,sc3d/bgr_warehouse_ground.scw,,sc3d/bgr_warehouse.scw,sc/events.sc,event_robowars,RoboWars,Siege_8,BattleMusic,Mordeus
Ball10,true,TID_BALL_17,,Grassfield,sc3d/bgr_grassfield_ground.scw,sc3d/bgr_grassfield_ground_wf19.scw,sc3d/bgr_grassfield.scw,sc/events.sc,event_brawlball,LaserBall,Laserball_10,BattleMusic,Mordeus
Raid4,,TID_ROBO_WARS_14,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/ui.sc,event_raid,Raid,Raid_4,BattleMusic,
Ball11,true,TID_BALL_21,,Grassfield,sc3d/bgr_grassfield_ground.scw,,sc3d/bgr_grassfield.scw,sc/events.sc,event_brawlball,LaserBall,Laserball_11,BattleMusic,ash
Survival21,true,TID_BATTLE_ROYALE_16,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_stormvalley,BattleRoyale,Survival_21,BattleMusic,Mordeus
SurvivalTeam21,true,TID_BATTLE_ROYALE_16,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_stormvalley,BattleRoyaleTeam,Survival_21,BattleMusic,Mordeus
Heist14,,TID_BANKHEIST_14B,,Minicity,sc3d/bgr_minicity_ground.scw,,sc3d/bgr_minicity.scw,sc/events.sc,event_scity,AttackDefend,Bankheist_14,Monsterbrawl_ingame_muzak,Lex
Heist15,true,TID_BANKHEIST_15,,Retropolis,sc3d/bgr_retropolis_ground.scw,,sc3d/bgr_retropolis.scw,sc/events.sc,event_retropolis,AttackDefend,Bankheist_15,Retropolis_battle,OwenReds
Gemgrab20,true,TID_GOLDRUSH_21,,Retropolis,sc3d/bgr_retropolis_ground.scw,,sc3d/bgr_retropolis.scw,sc/events.sc,event_retropolis,CoinRush,Gemgrab_20,Retropolis_battle,
Gemgrab21,true,TID_GOLDRUSH_21C,,Retropolis,sc3d/bgr_retropolis_ground.scw,,sc3d/bgr_retropolis.scw,sc/events.sc,event_retropolis,CoinRush,Gemgrab_21,Retropolis_battle,Frep
Siege9,true,TID_ROBO_WARS_2,,Warehouse,sc3d/bgr_warehouse_ground.scw,,sc3d/bgr_warehouse.scw,sc/events.sc,event_robowars,RoboWars,Siege_9,BattleMusic,Mr. Lee
Siege10,,TID_ROBO_WARS_3,,Warehouse,sc3d/bgr_warehouse_ground.scw,sc3d/bgr_warehouse_ground_wf19.scw,sc3d/bgr_warehouse.scw,sc/events.sc,event_robowars,RoboWars,Siege_10,BattleMusic,G.W.B.S.
Ball12,,TID_BALL_22,,GrassfieldBeachBall,sc3d/bgr_beach_brawl_ball_ground.scw,,sc3d/bgr_beach_brawl_ball.scw,sc/events.sc,event_beach,LaserBall,Laserball_12,BattleMusic,FeFaLah
Ball13,true,TID_BALL_23,,GrassfieldBeachBall,sc3d/bgr_beach_brawl_ball_ground.scw,,sc3d/bgr_beach_brawl_ball.scw,sc/events.sc,event_beach,LaserBall,Laserball_13,BattleMusic,Chief Pekka
Heist16,true,TID_BANKHEIST_16,,Oasis,sc3d/bgr_beach_ground.scw,,sc3d/bgr_beach.scw,sc/events.sc,event_beach,AttackDefend,Bankheist_16,Retropolis_battle,Thomas P.
Heist17,,TID_BANKHEIST_17,,Oasis,sc3d/bgr_beach_ground.scw,sc3d/bgr_beach_ground_wf19.scw,sc3d/bgr_beach.scw,sc/events.sc,event_beach,AttackDefend,Bankheist_17,BattleMusic,GO away
Gemgrab22,true,TID_GOLDRUSH_22,,Retropolis,sc3d/bgr_retropolis_ground.scw,sc3d/bgr_retropolis_ground_wf19.scw,sc3d/bgr_retropolis.scw,sc/events.sc,event_retropolis,CoinRush,Gemgrab_22,Retropolis_battle,Milan R.
Gemgrab23,true,TID_GOLDRUSH_33,,Mine,sc3d/bgr_mine_ground.scw,,sc3d/bgr_mine.scw,sc/events.sc,event_gemmine,CoinRush,Gemgrab_23,Retropolis_battle,OwenReds
Wanted15,true,TID_WANTED_16,,Oasis,sc3d/bgr_beach_ground.scw,,sc3d/bgr_beach.scw,sc/events.sc,event_beach,BountyHunter,Wanted_15,Retropolis_battle,Justin W.
Wanted16,true,TID_WANTED_17,,Oasis,sc3d/bgr_beach_ground.scw,,sc3d/bgr_beach.scw,sc/events.sc,event_beach,BountyHunter,Wanted_16,Retropolis_battle,Ossama H.
Heist18,true,TID_BANKHEIST_18B,,OldTown,sc3d/bgr_old_town_ground.scw,,sc3d/bgr_old_town.scw,sc/events.sc,event_beach,AttackDefend,Bankheist_18,Retropolis_battle,Mordeus
Survival22,true,TID_BATTLE_ROYALE_22A,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_stormvalley,BattleRoyale,Survival_22,BattleMusic,feimao
SurvivalTeam22,true,TID_BATTLE_ROYALE_22A,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_stormvalley,BattleRoyaleTeam,Survival_22,BattleMusic,feimao
Survival23,true,TID_BATTLE_ROYALE_23A,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_stormvalley,BattleRoyale,Survival_23,BattleMusic,Cloudy
SurvivalTeam23,true,TID_BATTLE_ROYALE_23A,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_stormvalley,BattleRoyaleTeam,Survival_23,BattleMusic,Cloudy
Survival24,true,TID_BATTLE_ROYALE_24A,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_stormvalley,BattleRoyale,Survival_24,BattleMusic,OwenReds
SurvivalTeam24,true,TID_BATTLE_ROYALE_24A,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_stormvalley,BattleRoyaleTeam,Survival_24,BattleMusic,OwenReds
Gemgrab24,true,TID_GOLDRUSH_24A,,Retropolis,sc3d/bgr_retropolis_ground.scw,,sc3d/bgr_retropolis.scw,sc/events.sc,event_retropolis,CoinRush,Gemgrab_24,Retropolis_battle,Milan Ryba
Wanted17,true,TID_WANTED_17A,,Oasis,sc3d/bgr_jungle_ground.scw,sc3d/bgr_jungle_ground_wf19.scw,sc3d/bgr_jungle.scw,sc/events.sc,event_oasis,BountyHunter,Wanted_17,Retropolis_battle,ToxinLab
Ball14,,TID_BALL_14A,,Grassfield,sc3d/bgr_grassfield_ground.scw,,sc3d/bgr_grassfield.scw,sc/events.sc,event_beach,LaserBall,Laserball_14,BattleMusic,OwenReds
Ball15,,TID_BALL_15A,,Grassfield,sc3d/bgr_grassfield_ground.scw,,sc3d/bgr_grassfield.scw,sc/events.sc,event_beach,LaserBall,Laserball_15,BattleMusic,Silver Beast
Ball16,true,TID_BALL_16A,,Grassfield,sc3d/bgr_grassfield_ground.scw,,sc3d/bgr_grassfield.scw,sc/events.sc,event_beach,LaserBall,Laserball_16,BattleMusic,Binnyboy
Ball17,true,TID_BALL_17A,,Grassfield,sc3d/bgr_grassfield_ground.scw,sc3d/bgr_grassfield_ground_wf19.scw,sc3d/bgr_grassfield.scw,sc/events.sc,event_beach,LaserBall,Laserball_17,BattleMusic,Ellisimo
Ball18,true,TID_BALL_18A,,Grassfield,sc3d/bgr_grassfield_ground.scw,,sc3d/bgr_grassfield.scw,sc/events.sc,event_beach,LaserBall,Laserball_18,BattleMusic,Frep
Survival25,true,TID_BATTLE_ROYALE_30A,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_stormvalley,BattleRoyale,Survival_25,BattleMusic,Mordeus
SurvivalTeam25,true,TID_BATTLE_ROYALE_30A,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_stormvalley,BattleRoyaleTeam,Survival_25,BattleMusic,Mordeus
BossRace1,true,TID_BOSS_RACE_1,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_takedown,BossRace,BossRace_1,BattleMusic,
BossRace2,true,TID_BOSS_RACE_2,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_takedown,BossRace,BossRace_2,BattleMusic,Mordeus
BossRace3,true,TID_BOSS_RACE_3,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_takedown,BossRace,BossRace_3,BattleMusic,
BossRace4,true,TID_BOSS_RACE_4,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_takedown,BossRace,BossRace_4,BattleMusic,
BossRace5,true,TID_BOSS_RACE_5,survival_water_,Default,sc3d/bgr_island_showdown_ground.scw,,,sc/events.sc,event_takedown,BossRace,BossRace_5,BattleMusic,
BossRace6,true,TID_BOSS_RACE_6,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_takedown,BossRace,BossRace_6,BattleMusic,
BossRace7,true,TID_BOSS_RACE_7,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_takedown,BossRace,BossRace_7,BattleMusic,
SoloBounty1,true,TID_LONESTAR_02,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_lone_star,SoloBounty,Solobounty_2,BattleMusic,_Shqdowz_
SoloBounty2,true,TID_LONESTAR_03,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_lone_star,SoloBounty,Solobounty_3,BattleMusic,Cindy
SoloBounty3,true,TID_LONESTAR_04,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_lone_star,SoloBounty,Solobounty_4,BattleMusic,iEnjoy
SoloBounty4,true,TID_LONESTAR_05,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_lone_star,SoloBounty,Solobounty_5,BattleMusic,DustyBud
SoloBounty5,true,TID_LONESTAR_06,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_lone_star,SoloBounty,Solobounty_6,BattleMusic,Frep
SoloBounty6,true,TID_LONESTAR_07,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_lone_star,SoloBounty,Solobounty_7,BattleMusic,ToxinLab
SoloBounty7,true,TID_LONESTAR_08,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_lone_star,SoloBounty,Solobounty_8,BattleMusic,OwenReds
BossRace8,true,TID_BOSS_RACE_8,survival_,MortuaryShowdown,sc3d/bgr_mortuary_showdown_ground.scw,,sc3d/bgr_mortuary_showdown.scw,sc/events.sc,event_takedown,BossRace,BossRace_8,Halloween_ingame,-iLast
BossRace9,true,TID_BOSS_RACE_9,survival_,MortuaryShowdown,sc3d/bgr_mortuary_showdown_ground.scw,,sc3d/bgr_mortuary_showdown.scw,sc/events.sc,event_takedown,BossRace,BossRace_9,Halloween_ingame,Binnyboy
BossRace10,true,TID_BOSS_RACE_10,survival_,MortuaryShowdown,sc3d/bgr_mortuary_showdown_ground.scw,,sc3d/bgr_mortuary_showdown.scw,sc/events.sc,event_takedown,BossRace,BossRace_10,Halloween_ingame,OwenReds
BossRace11,true,TID_BOSS_RACE_11,survival_,MortuaryShowdown,sc3d/bgr_mortuary_showdown_ground.scw,,sc3d/bgr_mortuary_showdown.scw,sc/events.sc,event_takedown,BossRace,BossRace_11,Halloween_ingame,Mordeus
BossRace12,true,TID_BATTLE_ROYALE_18,survival_,MortuaryShowdown,sc3d/bgr_mortuary_showdown_ground.scw,,sc3d/bgr_mortuary_showdown.scw,sc/events.sc,event_takedown,BossRace,BossRace_12,Halloween_ingame,Chief Pekka
BossRace13,true,TID_BOSS_RACE_13,survival_,MortuaryShowdown,sc3d/bgr_mortuary_showdown_ground.scw,,sc3d/bgr_mortuary_showdown.scw,sc/events.sc,event_takedown,BossRace,BossRace_13,Halloween_ingame,_Shqdowz_
BossRace14,true,TID_BOSS_RACE_14,survival_,MortuaryShowdown,sc3d/bgr_mortuary_showdown_ground.scw,,sc3d/bgr_mortuary_showdown.scw,sc/events.sc,event_takedown,BossRace,BossRace_14,Halloween_ingame,Cloudy
Graves1,true,TID_BATTLE_ROYALE_1,survival_,MortuaryShowdown,sc3d/bgr_mortuary_showdown_ground.scw,,sc3d/bgr_mortuary_showdown.scw,sc/events.sc,event_mortuary_showdown,BattleRoyale,Survival_1,Halloween_ingame,
GravesTeam1,true,TID_BATTLE_ROYALE_1,survival_,MortuaryShowdown,sc3d/bgr_mortuary_showdown_ground.scw,,sc3d/bgr_mortuary_showdown.scw,sc/events.sc,event_mortuary_showdown,BattleRoyaleTeam,Survival_1,Halloween_ingame,
Graves2,true,TID_BATTLE_ROYALE_12,survival_,MortuaryShowdown,sc3d/bgr_mortuary_showdown_ground.scw,,sc3d/bgr_mortuary_showdown.scw,sc/events.sc,event_mortuary_showdown,BattleRoyale,Survival_12,Halloween_ingame,Tony_A9
GravesTeam2,true,TID_BATTLE_ROYALE_12,survival_,MortuaryShowdown,sc3d/bgr_mortuary_showdown_ground.scw,,sc3d/bgr_mortuary_showdown.scw,sc/events.sc,event_mortuary_showdown,BattleRoyaleTeam,Survival_12,Halloween_ingame,Tony_A9
Graves3,true,TID_BATTLE_ROYALE_5,survival_,MortuaryShowdown,sc3d/bgr_mortuary_showdown_ground.scw,,sc3d/bgr_mortuary_showdown.scw,sc/events.sc,event_mortuary_showdown,BattleRoyale,Survival_33,Halloween_ingame,Mordeus
GravesTeam3,true,TID_BATTLE_ROYALE_5,survival_,MortuaryShowdown,sc3d/bgr_mortuary_showdown_ground.scw,,sc3d/bgr_mortuary_showdown.scw,sc/events.sc,event_mortuary_showdown,BattleRoyaleTeam,Survival_33,Halloween_ingame,Mordeus
Graves4,true,TID_BATTLE_ROYALE_13,survival_,MortuaryShowdown,sc3d/bgr_mortuary_showdown_ground.scw,,sc3d/bgr_mortuary_showdown.scw,sc/events.sc,event_mortuary_showdown,BattleRoyale,Survival_15,Halloween_ingame,Mordeus
GravesTeam4,true,TID_BATTLE_ROYALE_13,survival_,MortuaryShowdown,sc3d/bgr_mortuary_showdown_ground.scw,,sc3d/bgr_mortuary_showdown.scw,sc/events.sc,event_mortuary_showdown,BattleRoyaleTeam,Survival_15,Halloween_ingame,Mordeus
Graves5,true,TID_LONESTAR_01,survival_,MortuaryShowdown,sc3d/bgr_mortuary_showdown_ground.scw,,sc3d/bgr_mortuary_showdown.scw,sc/events.sc,event_mortuary_showdown,BattleRoyale,Solobounty_1,Halloween_ingame,ash
GravesTeam5,true,TID_LONESTAR_01,survival_,MortuaryShowdown,sc3d/bgr_mortuary_showdown_ground.scw,,sc3d/bgr_mortuary_showdown.scw,sc/events.sc,event_mortuary_showdown,BattleRoyaleTeam,Solobounty_1,Halloween_ingame,ash
Graves6,,TID_BATTLE_ROYALE_17,survival_,MortuaryShowdown,sc3d/bgr_mortuary_showdown_ground.scw,,sc3d/bgr_mortuary_showdown.scw,sc/events.sc,event_mortuary_showdown,BattleRoyale,Survival_14,Halloween_ingame,Maxymus
GravesTeam6,,TID_BATTLE_ROYALE_17,survival_,MortuaryShowdown,sc3d/bgr_mortuary_showdown_ground.scw,,sc3d/bgr_mortuary_showdown.scw,sc/events.sc,event_mortuary_showdown,BattleRoyaleTeam,Survival_14,Halloween_ingame,Maxymus
Graves7,true,TID_BATTLE_ROYALE_21,survival_,MortuaryShowdown,sc3d/bgr_mortuary_showdown_ground.scw,,sc3d/bgr_mortuary_showdown.scw,sc/events.sc,event_mortuary_showdown,BattleRoyale,Survival_18,Halloween_ingame,Pentagonal Cubes
GravesTeam7,true,TID_BATTLE_ROYALE_21,survival_,MortuaryShowdown,sc3d/bgr_mortuary_showdown_ground.scw,,sc3d/bgr_mortuary_showdown.scw,sc/events.sc,event_mortuary_showdown,BattleRoyaleTeam,Survival_18,Halloween_ingame,Pentagonal Cubes
CaptureTheFlag2,true,TID_CTF_2,,DarrylsShip,sc3d/bgr_darryls_ship_ground.scw,,sc3d/bgr_darryls_ship.scw,sc/events.sc,event_pirates,CaptureTheFlag,CaptureTheFlag_2,Pirate_Brawl_Ingame,
CaptureTheFlag3,true,TID_CTF_3,,DarrylsShip,sc3d/bgr_darryls_ship_ground.scw,,sc3d/bgr_darryls_ship.scw,sc/events.sc,event_pirates,CaptureTheFlag,CaptureTheFlag_3,Pirate_Brawl_Ingame,Binnyboy
CaptureTheFlag4,true,TID_CTF_4,,DarrylsShip,sc3d/bgr_darryls_ship_ground.scw,,sc3d/bgr_darryls_ship.scw,sc/events.sc,event_pirates,CaptureTheFlag,CaptureTheFlag_4,Pirate_Brawl_Ingame,Binnyboy
CaptureTheFlag5,true,TID_CTF_5,,DarrylsShip,sc3d/bgr_darryls_ship_ground.scw,,sc3d/bgr_darryls_ship.scw,sc/events.sc,event_pirates,CaptureTheFlag,CaptureTheFlag_5,Pirate_Brawl_Ingame,OwenReds
CaptureTheFlag6,true,TID_CTF_6,,DarrylsShip,sc3d/bgr_darryls_ship_ground.scw,,sc3d/bgr_darryls_ship.scw,sc/events.sc,event_pirates,CaptureTheFlag,CaptureTheFlag_6,Pirate_Brawl_Ingame,ToxinLab
CaptureTheFlag7,true,TID_CTF_7,,DarrylsShip,sc3d/bgr_darryls_ship_ground.scw,,sc3d/bgr_darryls_ship.scw,sc/events.sc,event_pirates,CaptureTheFlag,CaptureTheFlag_7,Pirate_Brawl_Ingame,DustyBud
CaptureTheFlag8,true,TID_CTF_8,,DarrylsShip,sc3d/bgr_darryls_ship_ground.scw,,sc3d/bgr_darryls_ship.scw,sc/events.sc,event_pirates,CaptureTheFlag,CaptureTheFlag_8,Pirate_Brawl_Ingame,Cloudy
Gemgrab25,true,TID_GOLDRUSH_35,,DarrylsShip,sc3d/bgr_darryls_ship_ground.scw,,sc3d/bgr_darryls_ship.scw,sc/events.sc,event_pirates,CoinRush,Gemgrab_25,Pirate_Brawl_Ingame,Cloudy
Gemgrab26,true,TID_GOLDRUSH_37,,DarrylsShip,sc3d/bgr_darryls_ship_ground.scw,,sc3d/bgr_darryls_ship.scw,sc/events.sc,event_pirates,CoinRush,Gemgrab_26,Pirate_Brawl_Ingame,Cindy
Gemgrab27,true,TID_GOLDRUSH_38,,DarrylsShip,sc3d/bgr_darryls_ship_ground.scw,,sc3d/bgr_darryls_ship.scw,sc/events.sc,event_pirates,CoinRush,Gemgrab_27,Pirate_Brawl_Ingame,ToxinLab
Gemgrab28,,TID_GOLDRUSH_43,,Bazaar,sc3d/bgr_bazaar_ground.scw,,sc3d/bgr_bazaar.scw+sc3d/bgr_bazaar_transmitter.scw,sc/events.sc,event_bazaar,CoinRush,Gemgrab_28,Brawzaar_ingame_muzak,DustyBud
Gemgrab29,true,TID_GOLDRUSH_44,,DarrylsShip,sc3d/bgr_darryls_ship_ground.scw,,sc3d/bgr_darryls_ship.scw,sc/events.sc,event_pirates,CoinRush,Gemgrab_29,Pirate_Brawl_Ingame,OwenReds
Gemgrab30,true,TID_GOLDRUSH_45,,DarrylsShip,sc3d/bgr_darryls_ship_ground.scw,,sc3d/bgr_darryls_ship.scw,sc/events.sc,event_pirates,CoinRush,Gemgrab_30,Pirate_Brawl_Ingame,Chief Pekka
Gemgrab31,true,TID_GOLDRUSH_36,,DarrylsShip,sc3d/bgr_darryls_ship_ground.scw,,sc3d/bgr_darryls_ship.scw,sc/events.sc,event_pirates,CoinRush,Gemgrab_31,Pirate_Brawl_Ingame,gradient33
Heist19,,TID_BANKHEIST_23,,Oasis,sc3d/bgr_jungle_ground.scw,,sc3d/bgr_jungle.scw,sc/events.sc,event_oasis,AttackDefend,Bankheist_19,BattleMusic,Chief Pekka
Heist20,,TID_BANKHEIST_20,,Oasis,sc3d/bgr_jungle_ground.scw,,sc3d/bgr_jungle.scw,sc/events.sc,event_oasis,AttackDefend,Bankheist_20,BattleMusic,gradient33
Wanted18,,TID_WANTED_23,,Minicity,sc3d/bgr_minicity_ground.scw,,sc3d/bgr_minicity.scw,sc/events.sc,event_scity,BountyHunter,Wanted_18,Monsterbrawl_ingame_muzak,Biono
Wanted19,,TID_WANTED_20,,Oasis,sc3d/bgr_jungle_ground.scw,,sc3d/bgr_jungle.scw,sc/events.sc,event_oasis,BountyHunter,Wanted_19,BattleMusic,TCGLouis
Survival26,,TID_BATTLE_ROYALE_41,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_stormvalley,BattleRoyale,Survival_26,BattleMusic,Frep
SurvivalTeam26,,TID_BATTLE_ROYALE_41,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_stormvalley,BattleRoyaleTeam,Survival_26,BattleMusic,Frep
Survival27,true,TID_BATTLE_ROYALE_35,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_stormvalley,BattleRoyale,Survival_27,BattleMusic,The Red Brawler
SurvivalTeam27,true,TID_BATTLE_ROYALE_35,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_stormvalley,BattleRoyaleTeam,Survival_27,BattleMusic,The Red Brawler
Survival28,true,TID_BATTLE_ROYALE_40,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_stormvalley,BattleRoyale,Survival_28,BattleMusic,Gavyn1114
SurvivalTeam28,true,TID_BATTLE_ROYALE_40,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_stormvalley,BattleRoyaleTeam,Survival_28,BattleMusic,Gavyn1114
Survival29,true,TID_BATTLE_ROYALE_43,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_stormvalley,BattleRoyale,Survival_29,BattleMusic,OwenReds
SurvivalTeam29,true,TID_BATTLE_ROYALE_43,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_stormvalley,BattleRoyaleTeam,Survival_29,BattleMusic,OwenReds
Survival30,,TID_BATTLE_ROYALE_34,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_stormvalley,BattleRoyale,Survival_30,BattleMusic,Cloudy
SurvivalTeam30,,TID_BATTLE_ROYALE_34,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_stormvalley,BattleRoyaleTeam,Survival_30,BattleMusic,Cloudy
Survival31,true,TID_BATTLE_ROYALE_37,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_stormvalley,BattleRoyale,Survival_31,BattleMusic,Binnyboy
SurvivalTeam31,true,TID_BATTLE_ROYALE_37,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_stormvalley,BattleRoyaleTeam,Survival_31,BattleMusic,Binnyboy
Survival32,,TID_BATTLE_ROYALE_38,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_stormvalley,BattleRoyale,Survival_32,BattleMusic,gradient33
SurvivalTeam32,,TID_BATTLE_ROYALE_38,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_stormvalley,BattleRoyaleTeam,Survival_32,BattleMusic,gradient33
Survival33,true,TID_GOLDRUSH_46,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_stormvalley,BattleRoyale,Survival_33,BattleMusic,Mordeus
SurvivalTeam33,true,TID_GOLDRUSH_46,survival_,Default,sc3d/bgr_canyon_showdown_ground.scw,,sc3d/bgr_canyon_showdown.scw,sc/events.sc,event_stormvalley,BattleRoyaleTeam,Survival_33,BattleMusic,Mordeus
Ball19,true,TID_BALL_8,,Grassfield,sc3d/bgr_grassfield_ground.scw,,sc3d/bgr_grassfield.scw,sc/events.sc,event_beach,LaserBall,Laserball_19,BattleMusic,
Ball20,true,TID_BALL_9,,Grassfield,sc3d/bgr_grassfield_ground.scw,,sc3d/bgr_grassfield.scw,sc/events.sc,event_beach,LaserBall,Laserball_20,BattleMusic,
Ball21,,TID_BALL_10,,Grassfield,sc3d/bgr_grassfield_ground.scw,,sc3d/bgr_grassfield.scw,sc/events.sc,event_beach,LaserBall,Laserball_21,BattleMusic,
Ball22,true,TID_BALL_11,,Grassfield,sc3d/bgr_grassfield_ground.scw,,sc3d/bgr_grassfield.scw,sc/events.sc,event_beach,LaserBall,Laserball_22,BattleMusic,
Ball23,true,TID_BALL_12,,Grassfield,sc3d/bgr_grassfield_ground.scw,,sc3d/bgr_grassfield.scw,sc/events.sc,event_beach,LaserBall,Laserball_23,BattleMusic,
Ball24,true,TID_BALL_13,,Grassfield,sc3d/bgr_grassfield_ground.scw,,sc3d/bgr_grassfield.scw,sc/events.sc,event_beach,LaserBall,Laserball_24,BattleMusic,
